schedule_id,staff_id,staff_name,role,shift_date,shift_start,shift_end,assigned_unit,assigned_area
SCH00000727,STF8676,Dr. Johnson,Respiratory Therapist,2026-01-18,15:00,23:00,ICU,ICU - Zone C
SCH00000728,STF9033, Jones,PA,2026-01-18,19:00,07:00,ICU,ICU - Zone C
SCH00000729,STF3140,Dr. Johnson,CNA,2026-01-18,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000730,STF6968,Dr. Johnson,NP,2026-01-18,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000731,STF1616,Nurse Jones,RN,2026-01-18,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000732,STF8628, Brown,Respiratory Therapist,2026-01-18,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000733,STF6723, Williams,Physician,2026-01-18,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000734,STF4025,Dr. Smith,Physician,2026-01-18,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000735,STF4309,Dr. Brown,RN,2026-01-18,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000736,STF2343,Dr. Brown,Physical Therapist,2026-01-18,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000737,STF2088, Jones,PA,2026-01-18,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000738,STF2533, Johnson,RN,2026-01-18,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000739,STF6705,Dr. Brown,RN,2026-01-18,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000740,STF5541, Johnson,Respiratory Therapist,2026-01-18,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000741,STF1080,Dr. Johnson,Physical Therapist,2026-01-18,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000742,STF9189,Dr. Brown,LPN,2026-01-18,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000743,STF1793,Dr. Johnson,CNA,2026-01-18,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000744,STF2934, Johnson,Pharmacist,2026-01-18,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000745,STF1876, Smith,LPN,2026-01-18,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000746,STF2846,Dr. Johnson,NP,2026-01-18,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000747,STF1685,Dr. Brown,LPN,2026-01-18,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000748,STF3228,Dr. Johnson,PA,2026-01-18,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000749,STF4507,Dr. Brown,RN,2026-01-18,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000750,STF7230,Dr. Johnson,PA,2026-01-18,19:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000751,STF8460,Dr. Williams,Resident,2026-01-18,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000752,STF3885,Dr. Jones,LPN,2026-01-18,07:00,19:00,Pediatrics,Pediatrics - Zone B
SCH00000753,STF7468,Dr. Jones,Respiratory Therapist,2026-01-18,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000754,STF6351,Nurse Brown,CNA,2026-01-18,19:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000755,STF3110, Williams,RN,2026-01-18,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000756,STF6733, Smith,NP,2026-01-18,07:00,19:00,Pediatrics,Pediatrics - Zone C
SCH00000757,STF4516,Dr. Jones,Physical Therapist,2026-01-18,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000758,STF9135,Nurse Smith,RN,2026-01-18,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000759,STF5513, Williams,Physician,2026-01-18,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000760,STF9841,Dr. Johnson,PA,2026-01-18,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000761,STF1443,Dr. Smith,Resident,2026-01-18,07:00,19:00,Emergency Department,Emergency Department - Zone C
SCH00000762,STF3307,Dr. Williams,Pharmacist,2026-01-18,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000763,STF3653,Nurse Williams,Pharmacist,2026-01-18,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000764,STF1988,Dr. Brown,CNA,2026-01-18,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000765,STF2398,Dr. Brown,NP,2026-01-18,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000766,STF4738, Smith,CNA,2026-01-18,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000767,STF6609, Smith,PA,2026-01-18,07:00,15:00,Emergency Department,Emergency Department - Zone A
SCH00000768,STF4634,Dr. Smith,Resident,2026-01-18,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00000769,STF1276,Nurse Jones,Physical Therapist,2026-01-18,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000770,STF8396, Smith,PA,2026-01-18,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000771,STF7076,Nurse Williams,Pharmacist,2026-01-18,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000772,STF5670,Nurse Brown,NP,2026-01-18,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000773,STF3242,Dr. Smith,Resident,2026-01-18,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000774,STF1722, Smith,Respiratory Therapist,2026-01-18,07:00,19:00,Telemetry,Telemetry - Zone A
SCH00000775,STF1634,Nurse Jones,Physician,2026-01-18,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000776,STF4765,Nurse Smith,LPN,2026-01-18,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000777,STF9011,Dr. Jones,CNA,2026-01-18,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00000778,STF1215, Williams,Respiratory Therapist,2026-01-18,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000779,STF8336,Dr. Smith,LPN,2026-01-18,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000780,STF6615,Dr. Jones,RN,2026-01-18,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000781,STF1695,Dr. Smith,NP,2026-01-18,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000782,STF8568,Dr. Williams,Physician,2026-01-18,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000783,STF6916,Nurse Johnson,Respiratory Therapist,2026-01-18,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000784,STF7563,Dr. Smith,CNA,2026-01-18,07:00,19:00,Telemetry,Telemetry - Zone C
SCH00000785,STF1285,Nurse Jones,Physical Therapist,2026-01-18,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000786,STF8320,Nurse Brown,NP,2026-01-18,15:00,23:00,Oncology,Oncology - Zone C
SCH00000787,STF1486,Dr. Williams,Physician,2026-01-18,07:00,19:00,Oncology,Oncology - Zone C
SCH00000788,STF4259,Dr. Brown,Physician,2026-01-18,23:00,07:00,Oncology,Oncology - Zone B
SCH00000789,STF5165,Dr. Smith,NP,2026-01-18,15:00,23:00,Oncology,Oncology - Zone B
SCH00000790,STF6787,Dr. Johnson,Physical Therapist,2026-01-18,07:00,19:00,Oncology,Oncology - Zone C
SCH00000791,STF8782,Nurse Brown,RN,2026-01-18,07:00,19:00,Oncology,Oncology - Zone A
SCH00000792,STF7796,Nurse Jones,NP,2026-01-18,07:00,19:00,Oncology,Oncology - Zone B
SCH00000793,STF1408,Nurse Jones,LPN,2026-01-18,07:00,19:00,Oncology,Oncology - Zone A
SCH00000794,STF8956,Dr. Smith,Pharmacist,2026-01-18,07:00,19:00,Oncology,Oncology - Zone B
SCH00000795,STF5303, Smith,Physical Therapist,2026-01-18,19:00,07:00,Oncology,Oncology - Zone C
SCH00000796,STF5416,Dr. Smith,Physical Therapist,2026-01-18,07:00,19:00,Oncology,Oncology - Zone B
SCH00000797,STF6188, Jones,CNA,2026-01-18,07:00,19:00,Oncology,Oncology - Zone B
SCH00000798,STF9222, Jones,RN,2026-01-18,23:00,07:00,Oncology,Oncology - Zone B
SCH00000799,STF9141,Nurse Johnson,NP,2026-01-18,23:00,07:00,Oncology,Oncology - Zone C
SCH00000800,STF2066,Nurse Smith,Physician,2026-01-18,15:00,23:00,Oncology,Oncology - Zone C
SCH00000801,STF7792, Williams,NP,2026-01-18,23:00,07:00,Oncology,Oncology - Zone C
SCH00000802,STF2672,Dr. Johnson,NP,2026-01-18,15:00,23:00,Oncology,Oncology - Zone A
SCH00000803,STF8945,Nurse Jones,Resident,2026-01-18,07:00,19:00,Oncology,Oncology - Zone B
SCH00000804,STF5360,Nurse Brown,Physician,2026-01-18,19:00,07:00,Oncology,Oncology - Zone A
SCH00000805,STF3998, Jones,Physician,2026-01-18,23:00,07:00,Oncology,Oncology - Zone C
SCH00000806,STF5736, Brown,Physical Therapist,2026-01-18,23:00,07:00,Oncology,Oncology - Zone A
SCH00000807,STF2097, Johnson,Resident,2026-01-18,19:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000808,STF1431, Brown,Physician,2026-01-18,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000809,STF9856,Nurse Smith,CNA,2026-01-18,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000810,STF3594, Smith,RN,2026-01-18,07:00,15:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000811,STF4853, Jones,PA,2026-01-18,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000812,STF9265,Dr. Smith,Physical Therapist,2026-01-18,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000813,STF8281, Jones,RN,2026-01-18,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000814,STF5747, Brown,Respiratory Therapist,2026-01-18,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000815,STF5260,Dr. Smith,Resident,2026-01-18,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000816,STF8393, Johnson,PA,2026-01-18,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000817,STF9304, Johnson,PA,2026-01-19,15:00,23:00,ICU,ICU - Zone A
SCH00000818,STF2011,Dr. Brown,RN,2026-01-19,07:00,15:00,ICU,ICU - Zone C
SCH00000819,STF8771,Dr. Johnson,PA,2026-01-19,15:00,23:00,ICU,ICU - Zone C
SCH00000820,STF4095,Nurse Jones,NP,2026-01-19,23:00,07:00,ICU,ICU - Zone A
SCH00000821,STF7606, Brown,LPN,2026-01-19,07:00,19:00,ICU,ICU - Zone A
SCH00000822,STF5430,Nurse Jones,CNA,2026-01-19,23:00,07:00,ICU,ICU - Zone C
SCH00000823,STF9268,Nurse Jones,CNA,2026-01-19,15:00,23:00,ICU,ICU - Zone C
SCH00000824,STF8817, Williams,RN,2026-01-19,07:00,15:00,ICU,ICU - Zone A
SCH00000825,STF4757, Brown,LPN,2026-01-19,07:00,15:00,ICU,ICU - Zone A
SCH00000826,STF2843,Nurse Jones,PA,2026-01-19,15:00,23:00,ICU,ICU - Zone A
SCH00000827,STF5065, Jones,CNA,2026-01-19,15:00,23:00,ICU,ICU - Zone B
SCH00000828,STF4672,Dr. Brown,PA,2026-01-19,15:00,23:00,ICU,ICU - Zone B
SCH00000829,STF7523,Dr. Jones,CNA,2026-01-19,07:00,15:00,ICU,ICU - Zone C
SCH00000830,STF7908,Nurse Jones,Resident,2026-01-19,23:00,07:00,ICU,ICU - Zone B
SCH00000831,STF5073,Dr. Williams,Resident,2026-01-19,23:00,07:00,ICU,ICU - Zone B
SCH00000832,STF8422,Dr. Brown,Respiratory Therapist,2026-01-19,07:00,15:00,ICU,ICU - Zone A
SCH00000833,STF1190,Dr. Brown,CNA,2026-01-19,23:00,07:00,ICU,ICU - Zone B
SCH00000834,STF3332,Dr. Brown,CNA,2026-01-19,07:00,15:00,ICU,ICU - Zone C
SCH00000835,STF5509,Dr. Jones,Respiratory Therapist,2026-01-19,23:00,07:00,ICU,ICU - Zone A
SCH00000836,STF4637, Jones,Resident,2026-01-19,23:00,07:00,ICU,ICU - Zone B
SCH00000837,STF4734,Dr. Williams,Physical Therapist,2026-01-19,07:00,19:00,ICU,ICU - Zone B
SCH00000838,STF7474,Nurse Jones,Pharmacist,2026-01-19,19:00,07:00,ICU,ICU - Zone C
SCH00000839,STF2116,Dr. Smith,NP,2026-01-19,07:00,19:00,ICU,ICU - Zone C
SCH00000840,STF5913, Johnson,LPN,2026-01-19,19:00,07:00,ICU,ICU - Zone A
SCH00000841,STF3674,Dr. Johnson,Physician,2026-01-19,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000842,STF8784,Dr. Johnson,NP,2026-01-19,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000843,STF1717, Smith,Resident,2026-01-19,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000844,STF7563,Nurse Williams,PA,2026-01-19,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000845,STF5949,Dr. Jones,Pharmacist,2026-01-19,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000846,STF2595,Dr. Johnson,NP,2026-01-19,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000847,STF5737,Nurse Brown,Resident,2026-01-19,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000848,STF2035,Dr. Jones,Pharmacist,2026-01-19,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000849,STF3077, Jones,Resident,2026-01-19,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000850,STF1685,Dr. Brown,Respiratory Therapist,2026-01-19,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000851,STF8564,Nurse Smith,Respiratory Therapist,2026-01-19,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000852,STF8255,Dr. Johnson,Resident,2026-01-19,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000853,STF6348, Brown,Physical Therapist,2026-01-19,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000854,STF5342, Jones,Respiratory Therapist,2026-01-19,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000855,STF5079, Jones,Physical Therapist,2026-01-19,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000856,STF8214, Williams,Resident,2026-01-19,23:00,07:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000857,STF2479,Nurse Williams,PA,2026-01-19,07:00,15:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000858,STF1807,Dr. Jones,LPN,2026-01-19,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000859,STF3958,Dr. Brown,RN,2026-01-19,15:00,23:00,Medical/Surgical,Medical/Surgical - Zone B
SCH00000860,STF1728,Nurse Smith,PA,2026-01-19,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
SCH00000861,STF7921, Jones,RN,2026-01-19,19:00,07:00,Medical/Surgical,Medical/Surgical - Zone C
SCH00000862,STF4393,Nurse Johnson,NP,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone A
SCH00000863,STF2638,Nurse Williams,Respiratory Therapist,2026-01-19,23:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000864,STF1914,Dr. Smith,NP,2026-01-19,15:00,23:00,Pediatrics,Pediatrics - Zone A
SCH00000865,STF5933, Williams,CNA,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000866,STF3931,Nurse Williams,RN,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000867,STF8125,Dr. Williams,NP,2026-01-19,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000868,STF8140,Nurse Williams,Resident,2026-01-19,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000869,STF7940,Nurse Jones,PA,2026-01-19,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000870,STF1478,Nurse Johnson,Physical Therapist,2026-01-19,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000871,STF4150,Nurse Johnson,Respiratory Therapist,2026-01-19,23:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000872,STF4973,Nurse Johnson,PA,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone B
SCH00000873,STF4019,Nurse Smith,NP,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000874,STF2776, Williams,NP,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000875,STF4750, Brown,RN,2026-01-19,07:00,19:00,Pediatrics,Pediatrics - Zone C
SCH00000876,STF3625,Dr. Williams,CNA,2026-01-19,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000877,STF3966, Brown,Pharmacist,2026-01-19,15:00,23:00,Pediatrics,Pediatrics - Zone B
SCH00000878,STF6089, Smith,NP,2026-01-19,19:00,07:00,Pediatrics,Pediatrics - Zone B
SCH00000879,STF7392,Dr. Williams,RN,2026-01-19,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000880,STF2637,Nurse Jones,LPN,2026-01-19,07:00,15:00,Pediatrics,Pediatrics - Zone C
SCH00000881,STF9471, Smith,NP,2026-01-19,07:00,19:00,Pediatrics,Pediatrics - Zone A
SCH00000882,STF2775,Nurse Brown,Pharmacist,2026-01-19,23:00,07:00,Pediatrics,Pediatrics - Zone C
SCH00000883,STF9102,Dr. Johnson,Respiratory Therapist,2026-01-19,19:00,07:00,Pediatrics,Pediatrics - Zone A
SCH00000884,STF8275,Dr. Brown,RN,2026-01-19,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000885,STF5310,Dr. Smith,CNA,2026-01-19,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00000886,STF3697,Nurse Johnson,RN,2026-01-19,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000887,STF8843,Nurse Jones,PA,2026-01-19,19:00,07:00,Emergency Department,Emergency Department - Zone B
SCH00000888,STF7322, Williams,Respiratory Therapist,2026-01-19,07:00,19:00,Emergency Department,Emergency Department - Zone B
SCH00000889,STF3765,Dr. Williams,PA,2026-01-19,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00000890,STF3095,Dr. Jones,LPN,2026-01-19,23:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000891,STF6313,Dr. Smith,Resident,2026-01-19,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000892,STF8032,Nurse Williams,Resident,2026-01-19,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00000893,STF8654,Dr. Smith,PA,2026-01-19,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000894,STF3292,Nurse Williams,Physician,2026-01-19,19:00,07:00,Emergency Department,Emergency Department - Zone C
SCH00000895,STF9802, Smith,Physical Therapist,2026-01-19,15:00,23:00,Emergency Department,Emergency Department - Zone C
SCH00000896,STF8385,Dr. Williams,Pharmacist,2026-01-19,15:00,23:00,Emergency Department,Emergency Department - Zone A
SCH00000897,STF3725,Dr. Jones,Pharmacist,2026-01-19,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000898,STF9829,Nurse Williams,NP,2026-01-19,19:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000899,STF1206, Brown,Respiratory Therapist,2026-01-19,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00000900,STF5045, Johnson,RN,2026-01-19,07:00,15:00,Emergency Department,Emergency Department - Zone B
SCH00000901,STF1543,Nurse Jones,NP,2026-01-19,23:00,07:00,Emergency Department,Emergency Department - Zone A
SCH00000902,STF9241,Dr. Williams,CNA,2026-01-19,07:00,15:00,Emergency Department,Emergency Department - Zone C
SCH00000903,STF4760, Smith,Resident,2026-01-19,07:00,19:00,Emergency Department,Emergency Department - Zone A
SCH00000904,STF9432,Nurse Jones,LPN,2026-01-19,15:00,23:00,Emergency Department,Emergency Department - Zone B
SCH00000905,STF9424,Dr. Williams,LPN,2026-01-19,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000906,STF5163,Nurse Brown,Resident,2026-01-19,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000907,STF1876,Nurse Smith,Respiratory Therapist,2026-01-19,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000908,STF8784,Nurse Jones,Physical Therapist,2026-01-19,23:00,07:00,Telemetry,Telemetry - Zone A
SCH00000909,STF2755, Jones,RN,2026-01-19,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000910,STF3020, Jones,CNA,2026-01-19,23:00,07:00,Telemetry,Telemetry - Zone B
SCH00000911,STF5185, Jones,Respiratory Therapist,2026-01-19,15:00,23:00,Telemetry,Telemetry - Zone C
SCH00000912,STF7972,Dr. Jones,Physical Therapist,2026-01-19,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00000913,STF1998, Johnson,Resident,2026-01-19,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000914,STF8853, Johnson,LPN,2026-01-19,07:00,15:00,Telemetry,Telemetry - Zone B
SCH00000915,STF5158,Dr. Jones,NP,2026-01-19,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000916,STF9854,Nurse Johnson,NP,2026-01-19,07:00,15:00,Telemetry,Telemetry - Zone A
SCH00000917,STF4337,Nurse Johnson,Respiratory Therapist,2026-01-19,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000918,STF9543,Dr. Johnson,Physician,2026-01-19,19:00,07:00,Telemetry,Telemetry - Zone C
SCH00000919,STF2846,Nurse Johnson,Respiratory Therapist,2026-01-19,15:00,23:00,Telemetry,Telemetry - Zone A
SCH00000920,STF4442,Dr. Jones,CNA,2026-01-19,23:00,07:00,Telemetry,Telemetry - Zone C
SCH00000921,STF4474,Dr. Smith,CNA,2026-01-19,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000922,STF1244,Dr. Smith,CNA,2026-01-19,19:00,07:00,Telemetry,Telemetry - Zone A
SCH00000923,STF2032,Nurse Brown,Respiratory Therapist,2026-01-19,15:00,23:00,Telemetry,Telemetry - Zone B
SCH00000924,STF1742, Jones,RN,2026-01-19,23:00,07:00,Oncology,Oncology - Zone C
SCH00000925,STF8878, Smith,NP,2026-01-19,07:00,19:00,Oncology,Oncology - Zone A
SCH00000926,STF5841,Dr. Williams,Physician,2026-01-19,07:00,15:00,Oncology,Oncology - Zone B
SCH00000927,STF2011,Nurse Johnson,Physician,2026-01-19,23:00,07:00,Oncology,Oncology - Zone B
SCH00000928,STF2393,Nurse Williams,Physical Therapist,2026-01-19,23:00,07:00,Oncology,Oncology - Zone A
SCH00000929,STF7899,Nurse Williams,Respiratory Therapist,2026-01-19,19:00,07:00,Oncology,Oncology - Zone A
SCH00000930,STF7695,Dr. Smith,Physical Therapist,2026-01-19,07:00,15:00,Oncology,Oncology - Zone C
SCH00000931,STF1059,Nurse Johnson,Physician,2026-01-19,07:00,19:00,Oncology,Oncology - Zone B
SCH00000932,STF1057, Jones,PA,2026-01-19,07:00,15:00,Oncology,Oncology - Zone B
SCH00000933,STF7212,Dr. Smith,Pharmacist,2026-01-19,07:00,19:00,Oncology,Oncology - Zone B
SCH00000934,STF8141,Nurse Smith,NP,2026-01-19,15:00,23:00,Oncology,Oncology - Zone B
SCH00000935,STF2209,Nurse Smith,RN,2026-01-19,15:00,23:00,Oncology,Oncology - Zone B
SCH00000936,STF2479,Nurse Jones,Physician,2026-01-19,07:00,15:00,Oncology,Oncology - Zone A
SCH00000937,STF2647,Nurse Jones,NP,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000938,STF8691,Dr. Williams,RN,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000939,STF4189,Dr. Williams,NP,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000940,STF3307, Jones,NP,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000941,STF7639,Nurse Smith,CNA,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000942,STF9650, Jones,Physician,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000943,STF9520, Brown,Physical Therapist,2026-01-19,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000944,STF2190, Brown,PA,2026-01-19,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000945,STF3959, Brown,PA,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000946,STF7177,Dr. Smith,RN,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000947,STF2425,Nurse Brown,CNA,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000948,STF9552,Nurse Smith,Physical Therapist,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000949,STF5959, Williams,LPN,2026-01-19,23:00,07:00,Step-Down Unit,Step-Down Unit - Zone A
SCH00000950,STF3280,Nurse Jones,LPN,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000951,STF6150,Nurse Williams,LPN,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000952,STF2478,Nurse Jones,CNA,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000953,STF4029, Jones,LPN,2026-01-19,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000954,STF3370, Jones,Resident,2026-01-19,07:00,19:00,Step-Down Unit,Step-Down Unit - Zone C
SCH00000955,STF7599,Dr. Johnson,CNA,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000956,STF3308, Jones,Physical Therapist,2026-01-19,15:00,23:00,Step-Down Unit,Step-Down Unit - Zone B
SCH00000957,STF8360, Williams,RN,2026-01-20,07:00,15:00,ICU,ICU - Zone C
SCH00000958,STF5364,Nurse Williams,CNA,2026-01-20,07:00,19:00,ICU,ICU - Zone C
SCH00000959,STF7108,Nurse Jones,Pharmacist,2026-01-20,07:00,19:00,ICU,ICU - Zone B
SCH00000960,STF3071,Dr. Williams,RN,2026-01-20,23:00,07:00,ICU,ICU - Zone A
SCH00000961,STF9141, Smith,RN,2026-01-20,23:00,07:00,ICU,ICU - Zone A
SCH00000962,STF2038,Nurse Brown,NP,2026-01-20,19:00,07:00,ICU,ICU - Zone C
SCH00000963,STF5507,Dr. Johnson,RN,2026-01-20,15:00,23:00,ICU,ICU - Zone A
SCH00000964,STF5562,Dr. Jones,Pharmacist,2026-01-20,19:00,07:00,ICU,ICU - Zone C
SCH00000965,STF6375,Dr. Brown,Resident,2026-01-20,07:00,19:00,ICU,ICU - Zone A
SCH00000966,STF9522, Williams,Respiratory Therapist,2026-01-20,19:00,07:00,ICU,ICU - Zone A
SCH00000967,STF8415,Nurse Smith,Physician,2026-01-20,07:00,19:00,ICU,ICU - Zone A
SCH00000968,STF7381,Nurse Smith,Respiratory Therapist,2026-01-20,07:00,15:00,ICU,ICU - Zone A
SCH00000969,STF6757,Dr. Jones,Respiratory Therapist,2026-01-20,07:00,19:00,Medical/Surgical,Medical/Surgical - Zone A
